Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
8937,AMOCILLIN,Amoxicillin [250 mg],Caps,2x10s,20,31
 ,AMOCILLIN,Amoxicillin [125 mg/1.25ml],Drops,10ml,1,31
8923,AMOCILLIN,Amoxicillin [250 mg/5ml],Susp,60ml,1,31
8920,AMOCILLIN,Amoxicillin [500 mg],Caps,10x10s,100,31
8920,AMOCILLIN,Amoxicillin [500 mg],Caps,2x10s,20,31
12382,AMOCILLIN,Amoxicillin [500 mg],Inj,Vial,1,31
12381,AMOCILLIN,Amoxicillin [250 mg],Inj,Vial,1,31
8922,AMOCILLIN,Amoxicillin [125 mg/5ml],Susp,45ml,1,31
8922,AMOCILLIN,Amoxicillin [125 mg/5ml],Susp,60ml,1,31
28463,ANFERON,Interferon Alpha [3 MIU],Inj,5s,5,31
28463,ANFERON PFS,Interferon Alpha 2b [3 MIU],Inj,1s,1,31
 ,BEPRA,Rabeprazole [10 mg],Tabs,10s,10,31
 ,BEPRA,Rabeprazole [20 mg],Tabs,10s,10,31
5027,BIOCILLIN,"Ampicillin [250 mg], Cloxacillin [250 mg]",Caps,20s,20,31
12384,BIOCILLIN,"Ampicillin [125 mg], Cloxacillin [125 mg]",Inj,Vial,1,31
12383,BIOCILLIN,"Ampicillin [250 mg], Cloxacillin [250 mg]",Inj,Vial,1,31
4932,BIOCILLIN,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,100s,100,31
5027,BIOCILLIN,"Ampicillin [250 mg], Cloxacillin [250 mg]",Caps,100s,100,31
4932,BIOCILLIN,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,20s,20,31
4931,BIOCILLIN,"Ampicillin [125 mg/5ml], Cloxacillin [125 mg/5ml]",Syrup,60ml,1,31
 ,BIOMOUSSE, ,Gel,200ml,1,31
 ,CEF-OD,Cefixime [200 mg/5ml],Susp,30ml,1,31
 ,CEF-OD,Cefixime [200 mg],Tabs,10s,10,31
16077,CEFTORINGE,Cefotaxime [250 mg],Inj,Vial,1,31
16078,CEFTORINGE,Cefotaxime [1 g],Inj,Vial,1,31
 ,CHEMIZOL,"Sulphamethoxazole [200 mg/5ml], Trimethoprim [40 mg/5ml]",Susp,50ml,1,31
 ,CHEMIZOL,"Sulphamethoxazole [800 mg], Trimethoprim [160 mg]",Tabs,10x10s,100,31
 ,CHEMIZOL,"Sulphamethoxazole [400 mg], Trimethoprim [80 mg]",Tabs,20x10s,200,31
 ,CIPROMEN,Ciprofloxacin [250 mg],Tabs,10s,10,31
 ,CIPROMEN,Ciprofloxacin [500 mg],Tabs,10s,10,31
22489,CLARIX,Loratadine [5 mg/5ml],Syrup,30ml,1,31
19122,CLARIX,Loratadine [10 mg],Tabs,10s,10,31
 ,CO-VALSTAR,"Hydrochlorothiazide [25 mg], Valsartan [160 mg]",Tabs,14s,14,31
27567,CORVEN,Rofecoxib [25 mg],Tabs,2x10s,20,31
 ,CRESTAT,Rosuvastatin [10 mg],Tabs,10s,10,31
 ,CRESTAT,Rosuvastatin [20 mg],Tabs,10s,10,31
 ,CRESTAT,Rosuvastatin [5 mg],Tabs,10s,10,31
 ,CYTOTECAN,Irinotecan (HCl Trihydrate) [100 mg],Inj,Vial,1,31
 ,DASIROX,Deferasirox [100 mg],Tabs efr,30s,30,31
 ,DASIROX,Deferasirox [400 mg],Tabs efr,30s,30,31
17723,DEFLAM,Diclofenac (K) [50 mg],Tabs,20s,20,31
34762,DIACTO,Pioglitazone [15 mg],Tabs,14s,14,31
40565,DIACTO,Pioglitazone [30 mg],Tabs,14s,14,31
40566,DIACTO,Pioglitazone [45 mg],Tabs,14s,14,31
 ,DILCONEURINE,"Cyanocobalamin [1000 mcg/3ml], Pyridoxine [100 mg/3ml], Thiamine HCl (Vitamin B1) [100 mg/3ml]",Inj,3mlx25s,25,31
 ,DILCONEURINE,"Cyanocobalamin [100 mcg], Pyridoxine [100 mg], Thiamine HCl (Vitamin B1) [100 mg]",Tabs,10x10s,100,31
 ,DILCONEURINE,"Cyanocobalamin [100 mcg], Pyridoxine [100 mg], Thiamine HCl (Vitamin B1) [100 mg]",Tabs,10s,10,31
 ,DILCOPLEX,"Cyanocobalamin [1000 mcg/3ml], Nicotinic Acid [100 mg/ml], Pyridoxine [5 mg/ml], Riboflavin (Vitamin B2) [5 mg/ml], Thiamine HCl (Vitamin B1) [100 mg/ml]",Inj,1mlx25s,25,31
 ,DILCOPLEX,"Ascorbic Acid [300 mg/5ml], Cyanocobalamin [100 mcg/5ml], D-Pantothenol [4 mg/5ml], Nicotinic Acid [300 mg/5ml], Pyridoxine [45 mg/5ml], Riboflavin (Vitamin B2) [30 mg/5ml], Thiamine HCl (Vitamin B1) [200 mg/5ml]",Syrup,100ml,1,31
 ,DILCOPLEX,"Ascorbic Acid [150 mg], Calcium Pantothenate [3 mg], Nicotinic Acid [25 mg], Pyridoxine [25 mg], Riboflavin (Vitamin B2) [5 mg], Thiamine HCl (Vitamin B1) [50 mg]",Tabs,100s,100,31
 ,DILCOPLEX,"Ascorbic Acid [150 mg], Calcium Pantothenate [3 mg], Nicotinic Acid [25 mg], Pyridoxine [25 mg], Riboflavin (Vitamin B2) [5 mg], Thiamine HCl (Vitamin B1) [50 mg]",Tabs,20s,20,31
 ,DILCOZYME,"Cyanocobalamin [5 mcg], Folic Acid [0.5 mg], Nicotinamide [10 mg], Papain [60 mg], Pepsin [60 mg], Pyridoxine [0.5 mg], Riboflavin (Vitamin B2) [0.5 mg], Thiamine HCl (Vitamin B1) [4 mg]",Caps,30s,30,31
 ,DILCOZYME,"Cyanocobalamin [5 mcg], Folic Acid [0.5 mg], Nicotinamide [10 mg], Papain [60 mg], Pepsin [60 mg], Pyridoxine [0.5 mg], Riboflavin (Vitamin B2) [0.5 mg], Thiamine HCl (Vitamin B1) [4 mg]",Caps,500s,500,31
5169,DILCOZYME,"Calcium Pantothenate [1 mg/5ml], Cyanocobalamin [5 mcg/5ml], Nicotinamide [20 mg/5ml], Papain [50 mg/5ml], Pepsin [50 mg/5ml], Pyridoxine [2 mg/5ml], Riboflavin (Vitamin B2) [2 mg/5ml], Thiamine HCl (Vitamin B1) [5 mg/5ml]",Syrup,120ml,1,31
27572,DORSIFLEX,Celecoxib [200 mg],Caps,10s,10,31
27572,DORSIFLEX,Celecoxib [200 mg],Caps,20s,20,31
 ,DOXOCIN,Doxorubicin (HCl) [10 mg],Inj,Vial,1,31
 ,DOXOCIN,Doxorubicin (HCl) [50 mg],Inj,Vial,1,31
69295,DULAC,Lactulose [3.35 g/5ml],Syrup,120ml,1,31
 ,EFICLOT,Prasugrel HCl [10 mg],Tabs,14s,14,31
 ,EFICLOT,Prasugrel HCl [5 mg],Tabs,14s,14,31
 ,ELUGYN 50, ,Caps,30s,30,31
65791,EPICETAM,Levetiracetam [250 mg],Tabs,10s,10,31
65790,EPICETAM,Levetiracetam [500 mg],Tabs,10s,10,31
23982,EPINOL-CF,"Chlorpheniramine (Maleate) [4 mg], Paracetamol [500 mg], Pseudoephedrine (HCl) [60 mg]",Tabs,100s,100,31
23981,EPINOL-CF,"Chlorpheniramine (Maleate) [1 mg/5ml], Paracetamol [80 mg/5ml], Pseudoephedrine (HCl) [15 mg/5ml]",Syrup,60 ml,1,31
10901,EPINOL-DM,"Chlorpheniramine (Maleate) [2 mg/5ml], Dextromethorphan [10 mg/5ml], Pseudoephedrine (HCl) [20 mg/5ml]",Syrup,60ml,1,31
25658,EPINOL-DM,"Chlorpheniramine (Maleate) [2 mg], Dextromethorphan [15 mg], Paracetamol [325 mg], Pseudoephedrine (HCl) [30 mg]",Tabs,10x10s,100,31
 ,EPINOL-E,"Ammonium Chloride [0 ], Chlorpheniramine (Maleate) [0 ]",Syrup,60ml,1,31
14265,ERACIN,Ofloxacin [200 mg],Tabs,10s,10,31
33050,ESPRA,Esomeprazole [20 mg],Caps,14s,14,31
33051,ESPRA,Esomeprazole [40 mg],Caps,14s,14,31
 ,EXAPRO,Escitalopram [10 mg],Tabs,14s,14,31
 ,EXAPRO,Escitalopram [20 mg],Tabs,14s,14,31
 ,EXAPRO,Escitalopram [5 mg],Tabs,14s,14,31
 ,EXAPRO, ,Tabs,14s,14,31
 ,EXAPRO, ,Tabs,14s,14,31
 ,EXAPRO, ,Tabs,14s,14,31
36355,EZEMIBE,Ezetimibe [10 mg],Tabs,10s,10,31
 ,FAAST,Omeprazole [40 mg],Inf,Vial,1,31
 ,FAAST,"Omeprazole [20 mg], Sodium Bicarbonate [1100 mg]",Caps,14s,14,31
 ,FAAST,"Omeprazole [40 mg], Sodium Bicarbonate [1100 mg]",Caps,14s,14,31
67667,FEBUXA,Febuxostat [40 mg],Tabs,20s,20,31
67668,FEBUXA,Febuxostat [80 mg],Tabs,20s,20,31
 ,FEGYN B9, ,Caps,30s,30,31
738,FERROCAP TR,"Ferrous Sulphate [200 mg], Folic Acid [0.5 mg]",Caps,30s,30,31
738,FERROCAP TR,"Ferrous Sulphate [200 mg], Folic Acid [0.5 mg]",Caps,100s,100,31
62767,FLEXAGIL,cyclobenzaprine hydrochloride [5 mg],Tabs,10s,10,31
62766,FLEXAGIL,cyclobenzaprine hydrochloride [10 mg],Tabs,10s,10,31
 ,FOSFAMIDE,Ifosfamide [1 g],Inj,Vial,1,31
12488,FOSOMIN,Fosfomycin [500 mg],Caps,10s,10,31
14849,FOSOMIN,Fosfomycin [1 g],Inj,Vial,1,31
12489,FOSOMIN,Fosfomycin [250 mg/5ml],Susp,60ml,1,31
14850,FOSOMIN,Fosfomycin [1 g],Inj-IV,Vial,1,31
6456,FURADIL,"Kaolin [5.898 g/30ml], Pectin [0.13 g/30ml]",Susp,450ml,1,31
6456,FURADIL,"Kaolin [5.898 g/30ml], Pectin [0.13 g/30ml]",Susp,60ml,1,31
11985,FURADIL-F,Furazolidone [25 mg/5ml],Susp,450ml,1,31
 ,GABLIN,Pregabalin [300 mg],Caps,14s,14,31
 ,GABLIN,Pregabalin [150 mg],Caps,14s,14,31
 ,GABLIN,Pregabalin [75 mg],Caps,14s,14,31
35963,GETROLOX,Gatifloxacin [200 mg],Tabs,10s,10,31
35964,GETROLOX,Gatifloxacin [400 mg],Tabs,5s,5,31
31685,GLIMET,"Glibenclamide [1.25 mg], Metformin (HCl) [250 mg]",Tabs,30s,30,31
31686,GLIMET,"Glibenclamide [2.5 mg], Metformin (HCl) [250 mg]",Tabs,30s,30,31
31687,GLIMET,"Glibenclamide [5 mg], Metformin (HCl) [250 mg]",Tabs,30s,30,31
48027,GRANISET,Granisetron (HCl) [3 mg/3ml],Inj,5s,5,31
 ,GRANISET,Granisetron (HCl) [1 mg],Tabs,10s,10,31
 ,GRASTIN,Filgrastim [300 mcg],Inj,Vial,1,31
24925,HEPALEX,"Cyanocobalamin [5 mcg/5ml], L-Ornithine L-Aspartate [300 mg/5ml], Nicotinamide [24 mg/5ml], Pyridoxine [2 mg/5ml], Riboflavin (Vitamin B2) [0.76 mg/5ml], Thiamine HCl (Vitamin B1) [5 mg/5ml]",Syrup,120ml,1,31
24925,HEPALEX,"Cyanocobalamin [5 mcg/5ml], L-Ornithine L-Aspartate [300 mg/5ml], Nicotinamide [24 mg/5ml], Pyridoxine [2 mg/5ml], Riboflavin (Vitamin B2) [0.76 mg/5ml], Thiamine HCl (Vitamin B1) [5 mg/5ml]",Syrup,60ml,1,31
71146,KARTY,Diacerein [50 mg],Caps,30s,30,31
24927,KEFROX,Cefuroxime [250 mg],Inj,Vial,1,31
24926,KEFROX,Cefuroxime [750 mg],Inj,Vial,1,31
26055,KEFROX,Cefuroxime [1.5 g],Inj,Vial,1,31
26054,KEFROX,Cefuroxime [125 mg/5ml],Susp,50ml,1,31
26053,KEFROX,Cefuroxime [250 mg],Tabs,10s,10,31
 ,LEUCOFOLATE,Calcium Folinate [50 mg],Inj,Vial,1,31
29542,LEVOCIL,Levofloxacin [500 mg],Tabs,10s,10,31
24159,LEVOCIL,Levofloxacin [2.5 mg/ml],Inf,100ml,1,31
28959,LEVOCIL,Levofloxacin [5 mg/ml],Inf,100ml,1,31
23985,LEVOCIL,Levofloxacin [250 mg],Tabs,10s,10,31
 ,LOSIRAL,Letrozole [2.5 mg],Tabs,10s,10,31
69393,MAGLO,"Artemether [15 mg/5ml], Lumefantrine [90 mg/5ml]",Susp,30ml,1,31
42713,MALGO,Artemether [80 mg/ml],Inj,6s,6,31
69393,MALGO,"Artemether [15 mg/5ml], Lumefantrine [90 mg/5ml]",Susp,60ml,1,31
69393,MALGO,"Artemether [15 mg/5ml], Lumefantrine [90 mg/5ml]",Susp,30ml,1,31
57695,MALGO,"Artemether [80 mg], Lumefantrine [480 mg]",Tabs,6s,6,31
54134,MALGO,"Artemether [40 mg], Lumefantrine [240 mg]",Tabs,8s,8,31
42711,MALGO,"Artemether [20 mg], Lumefantrine [120 mg]",Tabs,16s,16,31
 ,MAXFLOW,Tamsulosin Hydrochloride [0.4 mg],Caps,20s,20,31
 ,MEBREXEL,Docetaxel [20 mg],Inj,Vial,1,31
 ,MEBREXEL,Docetaxel [80 mg],Inj,Vial,1,31
 ,METAPLAXEL,Paclitaxel [30 mg/ml],Inj,Vial,1,31
 ,METAPLAXEL,Paclitaxel [150 mg/ml],Inj,Vial,1,31
27427,METOCARD,Metoprolol (Tartrate) [100 mg],Tabs,30s,30,31
 ,METOMIDE,Metoclopramide (HCl) [1 mg/ml],Drops,20ml,1,31
10152,METOMIDE,Metoclopramide (HCl) [5 mg/ml],Inj,2mlx10s,10,31
2811,METOMIDE,Metoclopramide (HCl) [5 mg/5ml],Syrup,50ml,1,31
2812,METOMIDE,Metoclopramide (HCl) [10 mg],Tabs,100s,100,31
870,MINAMINO,"Ascorbic Acid [50 mg], Calciferol [1000 IU], Calcium [50 mg], Calcium Pantothenate [10 mg], Cobalt [0.01 mg], Copper [1 mg], Cyanocobalamin [5 mcg], Iodine [0.15 mg], Iron Salts [15 mg], Magnesium Oxides and Hydroxides [6 mg], Manganese [1 mg], Molybdenum [0.2 mg], Nicotinamide [100 mg], Phosphorus [60 mg], Potassium Salts [5 mg], Pyridoxine [2 mg], Retinol (Vitamin A) [2500 IU], Riboflavin (Vitamin B2) [10 mg], Thiamine HCl (Vitamin B1) [10 mg], Tocopherol (Vitamin E) [1 IU], Zinc Oxide [1.5 mg]",Caps,30s,30,31
870,MINAMINO,"Ascorbic Acid [75 mg/5ml], Calcium Pantothenate [2.5 mg/5ml], Cyanocobalamin [8.33 mcg/5ml], Inositol [5 mg/5ml], Lysine [33.33 mg/5ml], Nicotinamide [18 mg/5ml], Pyridoxine [1 mg/5ml], Riboflavin (Vitamin B2) [1.666 mg/5ml], Thiamine HCl (Vitamin B1) [4.16 mg/5ml]",Syrup,120ml,1,31
 ,MOLOX,Moxifloxacin [400 mg],Tabs,5s,5,31
11986,MONOCEF,Cephradine [250 mg],Caps,10s,10,31
11987,MONOCEF,Cephradine [500 mg],Caps,10s,10,31
11988,MONOCEF,Cephradine [125 mg/5ml],Susp,60ml,1,31
11989,MONOCEF,Cephradine [250 mg/5ml],Susp,60ml,1,31
12491,MONOCEF,Cephradine [250 mg],Inj,Vial,1,31
12492,MONOCEF,Cephradine [500 mg],Inj DS,Vial,1,31
29951,MONTAIR,Montelukast [5 mg],Tabs,14s,14,31
29952,MONTAIR,Montelukast [10 mg],Tabs,14s,14,31
35755,MONTAIR,Montelukast [4 mg],Tabs,14s,14,31
 ,MYCOLATE,Mycophenolate [500 mg],Tabs,50s,50,31
24995,NEO-KLAR,Clarithromycin [125 mg/5ml],Susp,60ml,1,31
24996,NEO-KLAR,Clarithromycin [250 mg],Tabs,10s,10,31
24997,NEO-KLAR,Clarithromycin [500 mg],Tabs,10s,10,31
29954,NOCLOT,Clopidogrel [75 mg],Tabs,20s,20,31
 ,NOCLOT-EA,"Aspirin [0 ], Clopidogrel [0 ]",Tabs,10s,10,31
 ,NOCLOT-LD,Clopidogrel [300 mg],Tabs,1s,1,31
23853,NORMOPRESS,Losartan (K) [50 mg],Tabs,10s,10,31
27568,NORMOPRESS,Losartan (K) [25 mg],Tabs,10s,10,31
28960,NORMOZIDE,"Hydrochlorothiazide [12.5 mg], Losartan (K) [50 mg]",Tabs,10s,10,31
25410,ONCE A DAY,"Ascorbic Acid [60 mg], Biotin [30 mcg], Calciferol [10 mcg], Calcium [130 mg], Chloride [34 mg], Chromium [10 mg], Copper [2 mg], Cyanocobalamin [6 mcg], Folic Acid [400 mg], Iodine [150 mcg], Iron Salts [18 mg], Magnesium Oxides and Hydroxides [100 mg], Manganese [2.5 mg], Molybdenum [10 mcg], Nicotinic Acid [20 mg], Pantothenic Acid [10 mg], Phosphorus [100 mg], Potassium Salts [37.5 mg], Pyridoxine [2 mg], Retinol (Vitamin A) [10 mg], Riboflavin (Vitamin B2) [1.7 mg], Selenium (Sulphide) [10 mcg], Thiamine HCl (Vitamin B1) [1.5 mg], Tocopherol (Vitamin E) [30 mg], Zinc Oxide [15 mg]",Tabs,30s,30,31
25411,ONCE A DAY AX,"Ascorbic Acid [500 mg], Copper [1 mg], Manganese [1.5 mg], Retinol (Vitamin A) [10 mg], Selenium (Sulphide) [15 mcg], Tocopherol (Vitamin E) [125 mg], Zinc Oxide [7.5 mg]",Tabs,30s,30,31
 ,ONCOPLATIN,Cisplatin [50 mg/ml],Inj,Vial,1,31
24617,ORINASE,Glimepiride [3 mg],Tabs,20s,20,31
24618,ORINASE,Glimepiride [4 mg],Tabs,20s,20,31
24616,ORINASE,Glimepiride [1 mg],Tabs,20s,20,31
27574,ORINASE,Glimepiride [2 mg],Tabs,20s,20,31
40890,ORINASE MET 1,"Glimepiride [1 mg], Metformin (HCl) [500 mg]",Tabs,30s,30,31
40891,ORINASE MET 2,"Glimepiride [2 mg], Metformin (HCl) [500 mg]",Tabs,30s,30,31
 ,ORLOVIT,Orlistat [120 mg],Caps,30s,30,31
 ,OSTEOPAM,Pamidronate (Disodium Pentahydrate) [30 mg],Inj,Vial,1,31
 ,OSTEOPAM,Pamidronate (Disodium Pentahydrate) [90 mg],Inj,Vial,1,31
40563,OSTEORISE,Risedronate (Na) [5 mg],Tabs,10s,10,31
40564,OSTEORISE,Risedronate (Na) [35 mg],Tabs,4s,4,31
 ,OSTEOTEC,"Diclofenac (Na) [50 mg], Misoprostol [200 mcg]",Tabs,20s,20,31
 ,OSTEOTEC,"Diclofenac (Na) [75 mg], Misoprostol [200 mcg]",Tabs,20s,20,31
29955,PARAXYL,Paroxetine [20 mg],Tabs,10s,10,31
 ,PARAXYL CR,Paroxetine [12.5 mg],Tabs,30s,30,31
 ,PENRAL,Gabapentin [100 mg],Caps,10s,10,31
 ,PENRAL,Gabapentin [300 mg],Caps,10s,10,31
 ,PENRAL,Gabapentin [400 mg],Caps,10s,10,31
 ,PIOMET,"Metformin (HCl) [850 mg], Pioglitazone [15 mg]",Tabs,14s,14,31
 ,PIOMET,"Metformin (HCl) [500 mg], Pioglitazone [15 mg]",Tabs,14s,14,31
28365,PRO-STATIN,Atorvastatin [40 mg],Tabs,10s,10,31
28363,PRO-STATIN,Atorvastatin [10 mg],Tabs,10s,10,31
28364,PRO-STATIN,Atorvastatin [20 mg],Tabs,10s,10,31
15208,PROLOC,Omeprazole [20 mg],Caps,14s,14,31
 ,PULMONOL,"Ammonium Chloride [25 mg/5ml], Chlorpheniramine (Maleate) [5 mg/5ml], Ephedrine [5 mg/5ml], Ipecac [0.025 ml/5ml], Menthol [1 mg/5ml], Potassium Bicarbonate [0.1 mg/5ml], Potassium Guaiacolsulphonate [5 mg/5ml], Potassium Salts [0.1 mg/5ml], Senega [0.05 ml/5ml], Terpin Hydrate [10 mg/5ml]",Syrup,100ml,1,31
 ,PULMONOL,"Ammonium Chloride [25 mg/5ml], Chlorpheniramine (Maleate) [5 mg/5ml], Ephedrine [5 mg/5ml], Ipecac [0.025 ml/5ml], Menthol [1 mg/5ml], Potassium Bicarbonate [0.1 mg/5ml], Potassium Guaiacolsulphonate [5 mg/5ml], Potassium Salts [0.1 mg/5ml], Senega [0.05 ml/5ml], Terpin Hydrate [10 mg/5ml]",Syrup,450ml,1,31
 ,PULMONOL,"Ammonium Chloride [25 mg/5ml], Chlorpheniramine (Maleate) [5 mg/5ml], Ephedrine [5 mg/5ml], Ipecac [0.025 ml/5ml], Menthol [1 mg/5ml], Potassium Bicarbonate [0.1 mg/5ml], Potassium Guaiacolsulphonate [5 mg/5ml], Potassium Salts [0.1 mg/5ml], Senega [0.05 ml/5ml], Terpin Hydrate [10 mg/5ml]",Syrup,120ml,1,31
55319,QUTYL,Quetiapine [100 mg],Tabs,10s,10,31
55320,QUTYL,Quetiapine [200 mg],Tabs,10s,10,31
55318,QUTYL,Quetiapine [25 mg],Tabs,10s,10,31
69427,RADIAL,Linezolid [2 mg/ml],Inf,100ml,1,31
42701,RELOFIN,Raloxifene (HCl) [60 mg],Tabs,14s,14,31
24404,RIFEDOT-4,"Ethambutol (HCl) [275 mg], Isoniazid [75 mg], Pyrazinamide [400 mg], Rifampicin [150 mg]",Tabs,8x10s,80,31
31674,SIM-STAT,Simvastatin [20 mg],Tabs,10s,10,31
31673,SIM-STAT,Simvastatin [10 mg],Tabs,10s,10,31
 ,SITA MET,"Metformin (HCl) [1 g], Sitagliptin [50 mg]",Tabs,14s,14,31
 ,SITA MET,"Metformin (HCl) [500 mg], Sitagliptin [50 mg]",Tabs,14s,14,31
25831,SNARE,Ceftriaxone (Na) [1 g],Inj,Vial,1,31
25830,SNARE,Ceftriaxone (Na) [250 mg],Inj,Vial,1,31
67712,SNARE,Ceftriaxone (Na) [500 mg],Inj,Vial,1,31
 ,SNARE,Ceftriaxone (Na) [1 g],Inj-IV,Vial,1,31
 ,SNARE,Ceftriaxone (Na) [250 mg],Inj-IV,Vial,1,31
 ,SNARE,Ceftriaxone (Na) [500 mg],Inj-IV,Vial,1,31
24595,STRESAM,Etifoxine (HCl) [50 mg],Caps,20s,20,31
 ,TACAVIR,Entecavir [0.5 mg],Tabs,30s,30,31
 ,TACAVIR,Entecavir [1 g],Tabs,30s,30,31
68114,TACGRAF,Tacrolimus [0.5 mg],Caps,3x10s,30,31
68115,TACGRAF,Tacrolimus [1 mg],Caps,3x10s,30,31
34757,TORATE,Topiramate [25 mg],Tabs,30s,30,31
34758,TORATE,Topiramate [50 mg],Tabs,30s,30,31
42935,TORIDE,Itopride (HCl) [50 mg],Tabs,10s,10,31
 ,TOXIPLATIN,Carboplatin [150 mg],Inj,Vial,1,31
 ,TOXIPLATIN,Carboplatin [450 mg],Inj,Vial,1,31
 ,TRIPTOR,Ursodeoxycholic Acid [250 mg],Caps,10s,10,31
 ,TRIPTOR,Ursodeoxycholic Acid [500 mg],Caps,10s,10,31
11237,ULCET,Cimetidine (HCl) [400 mg],Tabs,10x10s,100,31
11237,ULCET,Cimetidine (HCl) [400 mg],Tabs,10s,10,31
 ,ULCET,Cimetidine (HCl) [200 mg],Tabs,20s,20,31
69251,VALAM,"Amlodipine (Besylate) [5 mg], Valsartan [80 mg]",Tabs,14s,14,31
69252,VALAM,"Amlodipine (Besylate) [10 mg], Valsartan [80 mg]",Tabs,28s,28,31
69193,VALAM-H,"Amlodipine (Besylate) [5 mg], Hydrochlorothiazide [12.5 mg], Valsartan [160 mg]",Tabs,28s,28,31
69197,VALAM-H,"Amlodipine (Besylate) [5 mg], Hydrochlorothiazide [25 mg], Valsartan [160 mg]",Tabs,28s,28,31
69194,VALAM-H,"Amlodipine (Besylate) [10 mg], Hydrochlorothiazide [12.5 mg], Valsartan [160 mg]",Tabs,28s,28,31
69196,VALAM-H,"Amlodipine (Besylate) [10 mg], Hydrochlorothiazide [25 mg], Valsartan [160 mg]",Tabs,28s,28,31
69195,VALAM-H,"Amlodipine (Besylate) [10 mg], Hydrochlorothiazide [25 mg], Valsartan [320 mg]",Tabs,28s,28,31
 ,VALSTAR,Valsartan [160 mg],Tabs,14s,14,31
 ,VALSTAR,Valsartan [80 mg],Tabs,14s,14,31
20338,VITAXON,Mecobalamin [500 mcg/ml],Inj,10s,10,31
20339,VITAXON,Mecobalamin [500 mcg],Tabs,30s,30,31
 ,XALIPLATIN,Oxaliplatin [50 mg],Inj,Vial,1,31
 ,XALIPLATIN,Oxaliplatin [100 mg],Inj,Vial,1,31
 ,ZERUP,Zinc Sulphate [20 mg/5ml],Syrup,60ml,1,31
 ,ZIPRA,Ziprasidone [40 mg],Caps,14s,14,31
 ,ZIPRA,Ziprasidone [60 mg],Caps,14s,14,31
 ,ZOLDIC,Zoledronic Acid [4 mg],Inj,Vial,1,31
 ,ZOTONIX,Pantoprazole [40 mg],Tabs,14s,14,31
 ,ZOVIRIN,Ribavirin [50 mg/5ml],Syrup,60ml,1,31
25028,ZOVIRIN,Ribavirin [200 mg],Tabs,10s,10,31
25029,ZOVIRIN,Ribavirin [400 mg],Tabs,10s,10,31
Search DrugInfoSys ,,,,,1,31
55663,ACNICAM,Azelaic Acid [20 %w/w],Cream,15gm,1,32
67555,AMPRA,"Omeprazole [20 mg], Sodium Bicarbonate [1680 mg]",Sachet,7s,7,32
67556,AMPRA,"Omeprazole [40 mg], Sodium Bicarbonate [1680 mg]",Sachet,7s,7,32
67555,AMPRA,"Omeprazole [20 mg], Sodium Bicarbonate [1680 mg]",Sachet,10s,10,32
67556,AMPRA,"Omeprazole [40 mg], Sodium Bicarbonate [1680 mg]",Sachet,10s,10,32
55664,ANTIFUN,Terbinafine (HCl) [1 %w/w],Cream,10gm,1,32
1823,ASCORBIC ACID,Ascorbic Acid [100 mg/ml],Drops,10ml,1,32
28184,AZOCAM,Azithromycin [500 mg],Caps,10s,10,32
28183,AZOCAM,Azithromycin [200 mg/5ml],Susp,15ml,1,32
 ,BROVEN,Piroxicam [2 mg/5ml],Syrup,60ml,1,32
 ,BROVEN,Piroxicam [2 mg],Tabs,10x10s,100,32
 ,CAM SYRUP,Ammonium Chloride [0 ],Syrup,120ml,1,32
 ,CAM SYRUP,Ammonium Chloride [0 ],Syrup,450ml,1,32
 ,CAM SYRUP,Ammonium Chloride [0 ],Syrup,60ml,1,32
12258,CAMCLOX,"Ampicillin [60 mg/0.6ml], Cloxacillin [30 mg/0.6ml]",Drops,10ml,1,32
12258,CAMCLOX,"Ampicillin [125 mg/5ml], Cloxacillin [125 mg/5ml]",Syrup,60ml,1,32
12256,CAMCLOX,"Ampicillin [125 mg], Cloxacillin [125 mg]",Caps,2x10s,20,32
12257,CAMCLOX,"Ampicillin [250 mg], Cloxacillin [250 mg]",Caps,2x10s,20,32
3228,CAMCOUGH,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,120ml,1,32
3228,CAMCOUGH,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,450ml,1,32
3228,CAMCOUGH,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Citrate [60 mg/5ml]",Syrup,60ml,1,32
12267,CAMOCEP,Cephalexin (Monohydrate) [250 mg],Caps,10s,10,32
12266,CAMOCEP,Cephalexin (Monohydrate) [500 mg],Caps,12s,12,32
12265,CAMOCEP,Cephalexin (Monohydrate) [125 mg/5ml],Susp,60ml,1,32
13115,CAMOCEP,Cephalexin (Monohydrate) [100 mg/ml],Drops,10ml,1,32
,CAMOCID,Indomethacin [25 mg],Caps,1000s,1000,32
